dataset,feature_set,balancing,classifier,fold,accuracy,precision,recall,f1,auc,mcc
camel-1.0,RISK_FEATURES,BLSMOTE,SVM_RBF,1,0.75,0.10526315789473684,1.0,0.19047619047619047,0.8863636363636364,0.2795530723408051
camel-1.0,RISK_FEATURES,BLSMOTE,SVM_RBF,2,0.7794117647058824,0.07142857142857142,0.3333333333333333,0.11764705882352941,0.5435897435897435,0.06771660002444933
camel-1.0,RISK_FEATURES,BLSMOTE,SVM_RBF,3,0.8088235294117647,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.4948717948717949,0.0883991392175728
camel-1.0,RISK_FEATURES,BLSMOTE,SVM_RBF,4,0.8382352941176471,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.9051282051282051,0.276247310054915
camel-1.0,RISK_FEATURES,BLSMOTE,SVM_RBF,5,0.6716417910447762,0.0,0.0,0.0,0.28076923076923077,-0.11442591353812462
camel-1.0,RISK_FEATURES,BLSMOTE,GB,1,0.7647058823529411,0.1111111111111111,1.0,0.2,0.8863636363636364,0.29012942659282975
camel-1.0,RISK_FEATURES,BLSMOTE,GB,2,0.7794117647058824,0.07142857142857142,0.3333333333333333,0.11764705882352941,0.5846153846153845,0.06771660002444933
camel-1.0,RISK_FEATURES,BLSMOTE,GB,3,0.8529411764705882,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.35128205128205126,0.12741462797076364
camel-1.0,RISK_FEATURES,BLSMOTE,GB,4,0.8529411764705882,0.18181818181818182,0.6666666666666666,0.2857142857142857,0.7307692307692307,0.29456839511753186
camel-1.0,RISK_FEATURES,BLSMOTE,GB,5,0.7014925373134329,0.0,0.0,0.0,0.30000000000000004,-0.10631548679075012
camel-1.0,METRICS_RISK,NONE,LR,1,0.9705882352941176,0.0,0.0,0.0,0.962121212121212,0.0
camel-1.0,METRICS_RISK,NONE,LR,2,0.9411764705882353,0.0,0.0,0.0,0.6871794871794872,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,LR,3,0.9558823529411765,0.0,0.0,0.0,0.4923076923076923,0.0
camel-1.0,METRICS_RISK,NONE,LR,4,0.9705882352941176,1.0,0.3333333333333333,0.5,0.6615384615384615,0.5686678156684396
camel-1.0,METRICS_RISK,NONE,LR,5,0.9552238805970149,0.0,0.0,0.0,0.5538461538461539,-0.021591675854376522
camel-1.0,METRICS_RISK,NONE,RF,1,0.9705882352941176,0.0,0.0,0.0,0.7537878787878788,0.0
camel-1.0,METRICS_RISK,NONE,RF,2,0.9558823529411765,0.0,0.0,0.0,0.5692307692307692,0.0
camel-1.0,METRICS_RISK,NONE,RF,3,0.9411764705882353,0.0,0.0,0.0,0.7666666666666666,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,RF,4,0.9558823529411765,0.0,0.0,0.0,0.6282051282051281,0.0
camel-1.0,METRICS_RISK,NONE,RF,5,0.9552238805970149,0.0,0.0,0.0,0.6730769230769231,-0.021591675854376522
camel-1.0,METRICS_RISK,NONE,ET,1,0.9705882352941176,0.0,0.0,0.0,0.7765151515151515,0.0
camel-1.0,METRICS_RISK,NONE,ET,2,0.9411764705882353,0.0,0.0,0.0,0.6102564102564103,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,ET,3,0.9411764705882353,0.0,0.0,0.0,0.7769230769230768,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.7153846153846153,0.0
camel-1.0,METRICS_RISK,NONE,ET,5,0.9552238805970149,0.0,0.0,0.0,0.4192307692307692,-0.021591675854376522
camel-1.0,METRICS_RISK,NONE,SVM_RBF,1,0.9705882352941176,0.0,0.0,0.0,0.7196969696969697,0.0
camel-1.0,METRICS_RISK,NONE,SVM_RBF,2,0.9558823529411765,0.0,0.0,0.0,0.7794871794871795,0.0
camel-1.0,METRICS_RISK,NONE,SVM_RBF,3,0.9411764705882353,0.0,0.0,0.0,0.764102564102564,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,SVM_RBF,4,0.9558823529411765,0.0,0.0,0.0,0.5025641025641026,0.0
camel-1.0,METRICS_RISK,NONE,SVM_RBF,5,0.9701492537313433,0.0,0.0,0.0,0.45384615384615384,0.0
camel-1.0,METRICS_RISK,NONE,GB,1,0.9558823529411765,0.0,0.0,0.0,0.7272727272727273,-0.021266970502955673
camel-1.0,METRICS_RISK,NONE,GB,2,0.9411764705882353,0.0,0.0,0.0,0.523076923076923,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,GB,3,0.9411764705882353,0.0,0.0,0.0,0.5025641025641026,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,GB,4,0.9411764705882353,0.0,0.0,0.0,0.6102564102564102,-0.026246206877004904
camel-1.0,METRICS_RISK,NONE,GB,5,0.9552238805970149,0.0,0.0,0.0,0.2653846153846154,-0.021591675854376522
camel-1.0,METRICS_RISK,SMOTE,LR,1,0.7941176470588235,0.125,1.0,0.2222222222222222,0.9242424242424243,0.3138229572304239
camel-1.0,METRICS_RISK,SMOTE,LR,2,0.8529411764705882,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.8102564102564103,0.12741462797076364
camel-1.0,METRICS_RISK,SMOTE,LR,3,0.8382352941176471,0.0,0.0,0.0,0.39999999999999997,-0.07844645405527362
camel-1.0,METRICS_RISK,SMOTE,LR,4,0.8676470588235294,0.125,0.3333333333333333,0.18181818181818182,0.6205128205128205,0.14381849910133496
camel-1.0,METRICS_RISK,SMOTE,LR,5,0.835820895522388,0.0,0.0,0.0,0.3153846153846154,-0.06909801595573181
camel-1.0,METRICS_RISK,SMOTE,RF,1,0.9558823529411765,0.3333333333333333,0.5,0.4,0.9393939393939393,0.3864447558701623
camel-1.0,METRICS_RISK,SMOTE,RF,2,0.9411764705882353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6923076923076923,0.30256410256410254
camel-1.0,METRICS_RISK,SMOTE,RF,3,0.9117647058823529,0.0,0.0,0.0,0.7282051282051283,-0.046153846153846156
camel-1.0,METRICS_RISK,SMOTE,RF,4,0.9705882352941176,1.0,0.3333333333333333,0.5,0.8179487179487179,0.5686678156684396
camel-1.0,METRICS_RISK,SMOTE,RF,5,0.9402985074626866,0.0,0.0,0.0,0.38076923076923075,-0.03076923076923077
camel-1.0,METRICS_RISK,SMOTE,ET,1,0.9852941176470589,1.0,0.5,0.6666666666666666,0.9166666666666666,0.7018100265975372
camel-1.0,METRICS_RISK,SMOTE,ET,2,0.9411764705882353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.676923076923077,0.30256410256410254
camel-1.0,METRICS_RISK,SMOTE,ET,3,0.9264705882352942,0.0,0.0,0.0,0.7230769230769231,-0.03739787960033829
camel-1.0,METRICS_RISK,SMOTE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.7589743589743589,0.0
camel-1.0,METRICS_RISK,SMOTE,ET,5,0.9402985074626866,0.0,0.0,0.0,0.42307692307692313,-0.03076923076923077
camel-1.0,METRICS_RISK,SMOTE,SVM_RBF,1,0.9264705882352942,0.2,0.5,0.2857142857142857,0.8939393939393939,0.28443677839597487
camel-1.0,METRICS_RISK,SMOTE,SVM_RBF,2,0.8823529411764706,0.14285714285714285,0.3333333333333333,0.2,0.8410256410256409,0.16287957023091282
camel-1.0,METRICS_RISK,SMOTE,SVM_RBF,3,0.9117647058823529,0.0,0.0,0.0,0.6102564102564102,-0.046153846153846156
camel-1.0,METRICS_RISK,SMOTE,SVM_RBF,4,0.9117647058823529,0.0,0.0,0.0,0.49743589743589745,-0.046153846153846156
camel-1.0,METRICS_RISK,SMOTE,SVM_RBF,5,0.9253731343283582,0.0,0.0,0.0,0.5692307692307692,-0.0379777262656375
camel-1.0,METRICS_RISK,SMOTE,GB,1,0.9705882352941176,0.5,0.5,0.5,0.8939393939393939,0.48484848484848486
camel-1.0,METRICS_RISK,SMOTE,GB,2,0.8970588235294118,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.6153846153846154,0.18564413306421376
camel-1.0,METRICS_RISK,SMOTE,GB,3,0.8823529411764706,0.0,0.0,0.0,0.5564102564102564,-0.06052275326688024
camel-1.0,METRICS_RISK,SMOTE,GB,4,0.9558823529411765,0.0,0.0,0.0,0.6820512820512821,0.0
camel-1.0,METRICS_RISK,SMOTE,GB,5,0.9104477611940298,0.0,0.0,0.0,0.07692307692307687,-0.0441995696087864
camel-1.0,METRICS_RISK,BLSMOTE,LR,1,0.8970588235294118,0.14285714285714285,0.5,0.2222222222222222,0.9015151515151515,0.2274536218568652
camel-1.0,METRICS_RISK,BLSMOTE,LR,2,0.8529411764705882,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.7999999999999999,0.12741462797076364
camel-1.0,METRICS_RISK,BLSMOTE,LR,3,0.8676470588235294,0.0,0.0,0.0,0.482051282051282,-0.06683188790311695
camel-1.0,METRICS_RISK,BLSMOTE,LR,4,0.8676470588235294,0.125,0.3333333333333333,0.18181818181818182,0.6512820512820512,0.14381849910133496
camel-1.0,METRICS_RISK,BLSMOTE,LR,5,0.8507462686567164,0.0,0.0,0.0,0.6,-0.0645917880798583
camel-1.0,METRICS_RISK,BLSMOTE,RF,1,0.9852941176470589,1.0,0.5,0.6666666666666666,0.7424242424242424,0.7018100265975372
camel-1.0,METRICS_RISK,BLSMOTE,RF,2,0.9558823529411765,0.5,0.3333333333333333,0.4,0.6717948717948717,0.3864447558701623
camel-1.0,METRICS_RISK,BLSMOTE,RF,3,0.9264705882352942,0.0,0.0,0.0,0.7230769230769231,-0.03739787960033829
camel-1.0,METRICS_RISK,BLSMOTE,RF,4,0.9705882352941176,1.0,0.3333333333333333,0.5,0.8589743589743589,0.5686678156684396
camel-1.0,METRICS_RISK,BLSMOTE,RF,5,0.8955223880597015,0.0,0.0,0.0,0.5307692307692308,-0.04981354813867179
camel-1.0,METRICS_RISK,BLSMOTE,ET,1,0.9852941176470589,1.0,0.5,0.6666666666666666,0.7613636363636364,0.7018100265975372
camel-1.0,METRICS_RISK,BLSMOTE,ET,2,0.9411764705882353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.623076923076923,0.30256410256410254
camel-1.0,METRICS_RISK,BLSMOTE,ET,3,0.9264705882352942,0.0,0.0,0.0,0.764102564102564,-0.03739787960033829
camel-1.0,METRICS_RISK,BLSMOTE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.8256410256410257,0.0
camel-1.0,METRICS_RISK,BLSMOTE,ET,5,0.9104477611940298,0.0,0.0,0.0,0.4346153846153846,-0.0441995696087864
camel-1.0,METRICS_RISK,BLSMOTE,SVM_RBF,1,0.9264705882352942,0.2,0.5,0.2857142857142857,0.7878787878787878,0.28443677839597487
camel-1.0,METRICS_RISK,BLSMOTE,SVM_RBF,2,0.9117647058823529,0.2,0.3333333333333333,0.25,0.8102564102564102,0.21384706154297686
camel-1.0,METRICS_RISK,BLSMOTE,SVM_RBF,3,0.9264705882352942,0.0,0.0,0.0,0.6307692307692307,-0.03739787960033829
camel-1.0,METRICS_RISK,BLSMOTE,SVM_RBF,4,0.9264705882352942,0.0,0.0,0.0,0.605128205128205,-0.03739787960033829
camel-1.0,METRICS_RISK,BLSMOTE,SVM_RBF,5,0.9402985074626866,0.0,0.0,0.0,0.5923076923076923,-0.03076923076923077
camel-1.0,METRICS_RISK,BLSMOTE,GB,1,0.9852941176470589,1.0,0.5,0.6666666666666666,0.8787878787878788,0.7018100265975372
camel-1.0,METRICS_RISK,BLSMOTE,GB,2,0.9117647058823529,0.2,0.3333333333333333,0.25,0.6256410256410255,0.21384706154297686
camel-1.0,METRICS_RISK,BLSMOTE,GB,3,0.9264705882352942,0.0,0.0,0.0,0.45897435897435895,-0.03739787960033829
camel-1.0,METRICS_RISK,BLSMOTE,GB,4,0.9705882352941176,1.0,0.3333333333333333,0.5,0.8615384615384616,0.5686678156684396
camel-1.0,METRICS_RISK,BLSMOTE,GB,5,0.9253731343283582,0.0,0.0,0.0,0.34615384615384615,-0.0379777262656375
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,LR,1,0.9705882352941176,0.0,0.0,0.0,0.9696969696969697,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,LR,2,0.9411764705882353,0.0,0.0,0.0,0.676923076923077,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,LR,3,0.9558823529411765,0.0,0.0,0.0,0.47179487179487173,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,LR,4,0.9705882352941176,1.0,0.3333333333333333,0.5,0.6615384615384615,0.5686678156684396
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,LR,5,0.9552238805970149,0.0,0.0,0.0,0.5461538461538461,-0.021591675854376522
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,RF,1,0.9705882352941176,0.0,0.0,0.0,0.8522727272727272,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,RF,2,0.9558823529411765,0.0,0.0,0.0,0.6794871794871795,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,RF,3,0.9558823529411765,0.0,0.0,0.0,0.8333333333333333,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,RF,4,0.9558823529411765,0.0,0.0,0.0,0.7794871794871794,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,RF,5,0.9552238805970149,0.0,0.0,0.0,0.6384615384615384,-0.021591675854376522
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,ET,1,0.9705882352941176,0.0,0.0,0.0,0.8598484848484849,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,ET,2,0.9264705882352942,0.0,0.0,0.0,0.7256410256410256,-0.03739787960033829
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,ET,3,0.9411764705882353,0.0,0.0,0.0,0.8358974358974358,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.8307692307692307,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,ET,5,0.9402985074626866,0.0,0.0,0.0,0.5615384615384615,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,1,0.9705882352941176,0.0,0.0,0.0,0.7196969696969697,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,2,0.9558823529411765,0.0,0.0,0.0,0.764102564102564,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,3,0.9411764705882353,0.0,0.0,0.0,0.7589743589743589,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,4,0.9558823529411765,0.0,0.0,0.0,0.5076923076923077,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,5,0.9701492537313433,0.0,0.0,0.0,0.45384615384615384,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,GB,1,0.9411764705882353,0.0,0.0,0.0,0.8560606060606061,-0.030303030303030304
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,GB,2,0.9264705882352942,0.0,0.0,0.0,0.7,-0.03739787960033829
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,GB,3,0.9411764705882353,0.0,0.0,0.0,0.676923076923077,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,GB,4,0.9264705882352942,0.0,0.0,0.0,0.7153846153846154,-0.03739787960033829
camel-1.0,METRICS_POST_TFIDF_RISK,NONE,GB,5,0.9402985074626866,0.0,0.0,0.0,0.5692307692307692,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,LR,1,0.7941176470588235,0.07142857142857142,0.5,0.125,0.9015151515151515,0.12662286273293105
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,LR,2,0.8529411764705882,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.7846153846153846,0.12741462797076364
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,LR,3,0.8529411764705882,0.0,0.0,0.0,0.41025641025641024,-0.0727759781882802
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,LR,4,0.8676470588235294,0.125,0.3333333333333333,0.18181818181818182,0.6256410256410256,0.14381849910133496
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,LR,5,0.8507462686567164,0.0,0.0,0.0,0.33076923076923076,-0.0645917880798583
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,RF,1,0.9558823529411765,0.0,0.0,0.0,0.9734848484848484,-0.021266970502955673
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,RF,2,0.9264705882352942,0.25,0.3333333333333333,0.2857142857142857,0.7102564102564102,0.25064020591380154
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,RF,3,0.9411764705882353,0.0,0.0,0.0,0.7923076923076922,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,RF,4,0.9558823529411765,0.0,0.0,0.0,0.9102564102564104,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,RF,5,0.9402985074626866,0.0,0.0,0.0,0.3153846153846154,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,ET,1,0.9705882352941176,0.0,0.0,0.0,0.9090909090909091,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,ET,2,0.9411764705882353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7128205128205127,0.30256410256410254
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,ET,3,0.9411764705882353,0.0,0.0,0.0,0.8051282051282052,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.8307692307692307,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,ET,5,0.9402985074626866,0.0,0.0,0.0,0.33461538461538465,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,1,0.9264705882352942,0.2,0.5,0.2857142857142857,0.8939393939393939,0.28443677839597487
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,2,0.8823529411764706,0.14285714285714285,0.3333333333333333,0.2,0.8410256410256409,0.16287957023091282
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,3,0.9117647058823529,0.0,0.0,0.0,0.6051282051282051,-0.046153846153846156
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,4,0.9117647058823529,0.0,0.0,0.0,0.5128205128205128,-0.046153846153846156
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,5,0.9253731343283582,0.0,0.0,0.0,0.5692307692307692,-0.0379777262656375
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,GB,1,0.9852941176470589,0.6666666666666666,1.0,0.8,0.9848484848484848,0.810287391340663
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,GB,2,0.9117647058823529,0.2,0.3333333333333333,0.25,0.7948717948717948,0.21384706154297686
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,GB,3,0.9411764705882353,0.0,0.0,0.0,0.4333333333333333,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,GB,4,0.9411764705882353,0.0,0.0,0.0,0.8615384615384615,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,SMOTE,GB,5,0.9104477611940298,0.0,0.0,0.0,0.33461538461538465,-0.0441995696087864
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,1,0.9117647058823529,0.16666666666666666,0.5,0.25,0.9015151515151515,0.2527141685011451
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,2,0.8676470588235294,0.125,0.3333333333333333,0.18181818181818182,0.7794871794871794,0.14381849910133496
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,3,0.8676470588235294,0.0,0.0,0.0,0.4666666666666666,-0.06683188790311695
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,4,0.8676470588235294,0.125,0.3333333333333333,0.18181818181818182,0.6461538461538461,0.14381849910133496
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,5,0.835820895522388,0.0,0.0,0.0,0.6,-0.06909801595573181
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,1,0.9705882352941176,0.0,0.0,0.0,0.7954545454545454,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,2,0.9264705882352942,0.25,0.3333333333333333,0.2857142857142857,0.7743589743589744,0.25064020591380154
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,3,0.9411764705882353,0.0,0.0,0.0,0.7153846153846154,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,4,0.9558823529411765,0.0,0.0,0.0,0.9076923076923076,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,5,0.9402985074626866,0.0,0.0,0.0,0.4115384615384615,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,1,0.9705882352941176,0.0,0.0,0.0,0.7954545454545454,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,2,0.9264705882352942,0.25,0.3333333333333333,0.2857142857142857,0.6641025641025641,0.25064020591380154
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,3,0.9411764705882353,0.0,0.0,0.0,0.8102564102564103,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.8923076923076922,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,5,0.9402985074626866,0.0,0.0,0.0,0.36538461538461536,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,1,0.9411764705882353,0.25,0.5,0.3333333333333333,0.7878787878787878,0.3263956049169334
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,2,0.9117647058823529,0.2,0.3333333333333333,0.25,0.8307692307692307,0.21384706154297686
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,3,0.9264705882352942,0.0,0.0,0.0,0.6512820512820512,-0.03739787960033829
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,4,0.9411764705882353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6153846153846153,0.30256410256410254
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,5,0.9402985074626866,0.0,0.0,0.0,0.5692307692307692,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,1,0.9558823529411765,0.0,0.0,0.0,0.9545454545454545,-0.021266970502955673
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,2,0.9117647058823529,0.2,0.3333333333333333,0.25,0.7974358974358974,0.21384706154297686
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,3,0.9411764705882353,0.0,0.0,0.0,0.2897435897435897,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,4,0.9558823529411765,0.0,0.0,0.0,0.6974358974358974,0.0
camel-1.0,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,5,0.9104477611940298,0.0,0.0,0.0,0.12692307692307692,-0.0441995696087864
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,1,0.9705882352941176,0.0,0.0,0.0,0.9772727272727273,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,2,0.9558823529411765,0.0,0.0,0.0,0.7282051282051281,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,3,0.9558823529411765,0.0,0.0,0.0,0.5435897435897435,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,4,0.9558823529411765,0.0,0.0,0.0,0.8153846153846154,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,5,0.9701492537313433,0.0,0.0,0.0,0.16153846153846152,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,1,0.9705882352941176,0.0,0.0,0.0,0.8674242424242424,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,2,0.9558823529411765,0.0,0.0,0.0,0.7769230769230769,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,3,0.9411764705882353,0.0,0.0,0.0,0.8435897435897435,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,4,0.9558823529411765,0.0,0.0,0.0,0.7692307692307692,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,5,0.9701492537313433,0.0,0.0,0.0,0.3038461538461538,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,1,0.9705882352941176,0.0,0.0,0.0,0.7727272727272727,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,2,0.9558823529411765,0.0,0.0,0.0,0.6564102564102563,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,3,0.9411764705882353,0.0,0.0,0.0,0.858974358974359,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,4,0.9558823529411765,0.0,0.0,0.0,0.8410256410256409,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,5,0.9402985074626866,0.0,0.0,0.0,0.23076923076923078,-0.03076923076923077
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,1,0.9705882352941176,0.0,0.0,0.0,0.5151515151515151,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,2,0.9558823529411765,0.0,0.0,0.0,0.7487179487179487,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,3,0.9411764705882353,0.0,0.0,0.0,0.4717948717948718,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,4,0.9558823529411765,0.0,0.0,0.0,0.28717948717948716,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,5,0.9701492537313433,0.0,0.0,0.0,0.2,0.0
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,1,0.9411764705882353,0.0,0.0,0.0,0.9090909090909091,-0.030303030303030304
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,2,0.9117647058823529,0.0,0.0,0.0,0.7384615384615385,-0.046153846153846156
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,3,0.9411764705882353,0.0,0.0,0.0,0.6743589743589744,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,4,0.9411764705882353,0.0,0.0,0.0,0.7538461538461538,-0.026246206877004904
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,5,0.9552238805970149,0.0,0.0,0.0,0.36923076923076925,-0.021591675854376522
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,1,0.7352941176470589,0.1,1.0,0.18181818181818182,0.9621212121212122,0.26967994498529685
camel-1.0,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,2,0.7647058823529411,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.6307692307692307,0.058415347694891886
